product_id,name,brand,price_rub,segment,category,link,ingredients_raw,main_actives,functional_category,pH,allergens,vegan,cruelty_free,format,volume_ml,price_per_ml,issues
product_026,Exfoliating Toner,Krygina Cosmetics,1619,мидл,Пилинг-тоник AHA,goldapple.ru/19000131978-exfoliating-toner,"Water, Glycerin, Propylene Glycol, Phenoxyethanol (And) Ethylhexylglycerin, Polysorbate-20, Lactic Acid, Malic Acid, Glycolic Acid, Panthenol, Allantoin, Lotus Japonicus Extract, Hamamelis Extract, Citric Acid, Parfum","Лактическая кислота ( ~2-3%, AHA), Гликолевая кислота (~1-2%, AHA), Яблочная кислота ( ~0.5-1%, AHA), Panthenol (~0.5%), Allantoin (~0.3%), растительные экстракты (Lotus, Hamamelis, ~0.5% каждый)","Пилинг (тройной AHA), осветление, себорегуляция",3.0-3.5 (очень кислое),"Phenoxyethanol + Ethylhexylglycerin (двойная консервация), Glycolic Acid (может раздражать), Parfum",Да,Да,Тонер (жидкость),200,"8,095","✅ ОТЛИЧНЫЙ АХА КОМПЛЕКС (три кислоты). ✅ pH правильный (3.0-3.5 для AHA). ⚠️ ТРОИЧНЫЙ ПИЛИНГ (Лактическая + Гликолевая + Яблочная) = МОЩНЫЙ! ⚠️ Растительные экстракты минорны. 🚨 КОНФЛИКТЫ: ❌ Retinol в один день, ❌ витамин C отдельно, ❌ другие AHA/BHA. 📌 ВЕРДИКТ: Для опытных только. 2-3x в неделю вечером. Новичкам — слишком агрессивно."
product_027,AHA-Cleansing Tonic,Aravia Laboratories,750,бюджет,Пилинг-тоник AHA,goldapple.ru/19000028585-aha-cleansing-tonic,"Aqua, Glycerin, Lactic Acid, Phenoxyethanol, PEG-40 Hydrogenated Castor Oil, Glycolic Acid, Ananas Sativus Fruit Extract, Citrus Limon Fruit Extract, Punica Granatum Fruit Extract, Vitis Vinifera Fruit Extract, Sodium Hydroxide, Citric Acid, Malic Acid, Hydroxyethylcellulose, Parfum, Ethylhexylglycerin","Лактическая кислота ( ~2-3%), Гликолевая кислота (~1-2%), Яблочная кислота (~0.5%), фруктовые экстракты (Ananas, Citrus, Pomegranate, Vitis, ~1-2% каждый)","Пилинг (двойной AHA), осветление (фруктовые кислоты), гидратация",3.5-4.0 (благодаря Citric Acid + Sodium Hydroxide буферизации),"Phenoxyethanol (консервант-раздражитель), Glycolic Acid, фруктовые экстракты (редко), Parfum",Да,Да,Тонер,250,3,"✅ ХОРОШИЙ БАЛАНС: двойной AHA + фруктовые кислоты (осветление). ✅ Цена очень хорошая (3.00₽/мл). ✅ pH буферизирован правильно. ⚠️ Phenoxyethanol может раздражать sensitive. ⚠️ Лимонный/апельсиновый экстракты могут быть фототоксичны в концентрациях. 📌 ВЕРДИКТ: ОТЛИЧНОЕ соотношение цена/качество. Лучше, чем Krygina (дешевле в 5x раз). Для опытных пользователей."
product_028,Acid Key,DE_CODE,399,бюджет,Пилинг-тоник (многофункциональный),goldapple.ru/19000321845-acid-key,"Aqua, Glycolic Acid, Pentylene Glycol, Aloe Barbadensis Leaf Juice, Sodium Hydroxide, Gluconolactone, Mandelic Acid, Malic Acid, Citric Acid, Glycyrrhiza Glabra Rhizome/Root Extract, Panthenol, Phenoxyethanol, Ethylhexylglycerin, Potassium Sorbate, Sodium Benzoate, Parfum, Disodium EDTA, Linalool, Geraniol","Гликолевая кислота ( ~1.5-2%, AHA), Мандельная кислота (~0.5-1%, AHA), Гюконолактон ( ~1-2%, PHA, самый мягкий пилинг!), Яблочная кислота (~0.5%), Лимонная кислота (буфер), Алоэ вера (успокаивает,  ~1%), Солодка (успокаивает, ~0.5%), Panthenol (~0.5%)","Пилинг (AHA+PHA комбинация, мягкий), гидратация, успокаивание, осветление",3.5-4.0 (из-за Glycolic Acid + Citric Acid + Sodium Hydroxide буферизации),"Linalool + Geraniol (из растительных экстрактов, могут быть фототоксичны), Phenoxyethanol, Ethylhexylglycerin (двойная консервация), Parfum",Да,Да,Тонер,150,"2,66","✅ ОТЛИЧНЫЙ ВЫБОР: PHA (гюконолактон) + AHA = мягкий пилинг! ✅ Алоэ + солодка (успокаивают). ✅ Цена ОЧЕНЬ хорошая (2.66₽/мл). ✅ pH правильный. ⚠️ Двойная консервация (Phenoxyethanol + Ethylhexylglycerin). ⚠️ Linalool + Geraniol (фототоксичны). 📌 ВЕРДИКТ: BEST BUDGET CHOICE! PHA для начинающих, хорошая гидратация, отличная цена. Лучше Aravia (дешевле)."
product_029,Royal Caviar Anti-Age,Natura Siberica,2908,мидл,Люкс пилинг-тоник,goldapple.ru/19000449402-royal-caviar-anti-age,"Aqua, Butylene Glycol, Dipropylene Glycol, Gluconolactone, Tranexamic Acid, Mandelic Acid, Lactic Acid, Glycolic Acid, Arginine, Caviar Extract, Panthenol, Aralia Mandshurica Leaf/Stem Water, Flavocetraria Nivalis Water, Codium Fragile Extract, Ahnfeltia Plicata Extract, Geranium Sibiricum Extract, Rhododendron Dauricum Flower/Leaf/Stem Extract, Bis-PEG-18 Methyl Ether Dimethyl Silane, PEG-40 Hydrogenated Castor Oil, Parfum, Benzyl Alcohol, Sodium Benzoate, Potassium Sorbate, Sodium Hydroxide","Гюконолактон ( ~2-3%, PHA), Мандельная кислота (~1-2%, AHA), Лактическая кислота ( ~1-2%, AHA), Гликолевая кислота (~0.5-1%, AHA), Tranexamic Acid ( ~0.5-1%, осветление, противовоспаление), Caviar Extract (~1%, маркетинг?), Аргинин (~0.5%), сибирские растения (гидролаты + экстракты, ~1-2%)","Пилинг (PHA+AHA комбинация, мягкий), осветление (Tranexamic), анти-эйдж, противовоспаление, гидратация","~4.0-4.5 (благодаря Gluconolactone (PHA, pH-буфер) + буферизации)","Benzyl Alcohol (консервант), Parfum, растительные масла из сибирских растений могут быть раздражителями",Да,Нет,Тонер,150,"19,38666667","✅ ОТЛИЧНЫЙ СОСТАВ: PHA+AHA (мягкий), Tranexamic Acid (редко встречается!), сибирские растения. ✅ Tranexamic Acid помогает при пигментации и воспалении. ⚠️ Caviar Extract — маркетинг (1% = микродоза). ⚠️ Benzyl Alcohol (консервант). ⚠️ ДОРОГО (19.39₽/мл). 📌 ВЕРДИКТ: ОТЛИЧНЫЙ СОСТАВ (Tranexamic = плюс), но переплачиваешь за Caviar. Для опытных пользователей, анти-эйдж."
product_031,AHA+BHA+PHA Tonic Perfector,MASKOHOLIC,601,бюджет,Пилинг-тоник (тройной),goldapple.ru/19000308198-aha-bha-pha-tonic-perfector,"Deionized water, gluconolactone, propylene glycol, hydroxyethyl urea, glycerin, aloe barbadensis leaf juice, sodium hydroxide, lactic acid, glycolic acid, malic acid, mandelic acid, citric acid, PEG-40 hydrogenated castor oil, salicylic acid, phenoxyethanol, parfum","Гюконолактон ( ~2-3%, PHA), Лактическая кислота (~1-2%, AHA), Гликолевая кислота ( ~0.5-1%, AHA), Мандельная кислота (~0.5%, AHA), Яблочная кислота ( ~0.5%), Салициловая кислота (~0.3-0.5%, BHA), Hydroxyethyl Urea (~1%, увлажнитель), Алоэ вера (успокаивает, ~1%)","Пилинг (AHA+BHA+PHA — тройной!), гидратация, себорегуляция, осветление",3.5-4.0 (из-за лактической + гликолевой + лимонной кислот),"Phenoxyethanol (раздражитель), Parfum, множество кислот = потенциальное раздражение",Да,Да,Тонер,200,"3,005","🚨 ТРОЙНОЙ ПИЛИНГ (AHA+BHA+PHA)! ✅ ОЧЕНЬ ДЕШЕВО (3.01₽/мл). ✅ Алоэ + Hydroxyethyl Urea (гидратация). ✅ pH правильный. 🚨 ОЧЕНЬ ОПАСНО: Это не для новичков! Три типа пилинга одновременно = раздражение при регулярном использовании. ⚠️ Phenoxyethanol. 📌 ВЕРДИКТ: ТОЛЬКО опытные пользователи, 1-2x в неделю максимум! Не ежедневно!"
product_032,Обновляющий и выравнивающий пилинг,Siberian Health,900,бюджет,Пилинг-тоник (с эфирными маслами),ru.siberianhealth.com,"aqua (water), propanediol, gluconolactone, polysorbate 20, lactic acid, tartaric acid, glycolic acid, allantoin, salicylic acid, bisabolol, schizandra chinensis fruit extract, pogostemon cablin (patchouli) leaf oil, chlorphenesin, sodium hydroxide, parfum, ganoderma lucidum (lingzhi mushroom) extract, juniperus communis (juniper) fruit oil, cananga odorata (ylang ylang) flower oil, citrus aurantium (neroli) flower oil, citrus bergamia (bergamot) peel oil, cupressus sempervirens (cypress) leaf oil, vetiveria zizanoides (vetiver) root oil, cedrus atlantica (cedar) bark oil","Гюконолактон ( ~2-3%, PHA), Лактическая кислота (~1-2%, AHA), Гликолевая кислота ( ~0.5-1%, AHA), Винная кислота (~0.5%, AHA), Салициловая кислота (~0.3-0.5%, BHA), Эфирные масла (Patchouli, Juniper, Ylang Ylang, Neroli, Bergamot, Cypress, Vetiver, ~1-2% вместе), Чага (Ganoderma Lucidum, ~0.5%), Bisabolol (успокаивает, ~0.3%)","Пилинг (PHA+AHA+BHA комбинация), успокаивание, противовоспаление",~3.5-4.0 (из-за лактической + гликолевой + винной кислот),"🚨 МНОЖЕСТВЕННЫЕ ФОТОТОКСИЧНЫЕ ЭФИРНЫЕ МАСЛА (Bergamot, Neroli, Citrus, Cypress, Juniper = 6+ фототоксичных масел!), Phenoxyethanol, Chlorphenesin, Tartaric Acid",Да,Да,Тонер,200,"4,5","✅ ХОРОШИЙ СОСТАВ: PHA+AHA+BHA, Bisabolol (успокаивает), Чага. ✅ Цена разумна (4.50₽/мл). 🚨🚨 КРИТИЧНО: 6+ ФОТОТОКСИЧНЫХ ЭФИРНЫХ МАСЕЛ! ❌ НЕ для дневного использования БЕЗ SPF 50+++! ⚠️ Тройной пилинг + фототоксичные масла = очень раздражающее для sensitive. ⚠️ Chlorphenesin может раздражать. 📌 ВЕРДИКТ: ТОЛЬКО ночной уход. Не для дневного использования! Новичкам слишком агрессивно."
product_033,Тоник обновляющий (Сибирские эндемики),Siberian Health,520,бюджет,Пилинг-тоник (мягкий BHA),ru.siberianhealth.com/ru/shop/catalog/product/423110,"Aqua, Aloe Barbadensis Leaf Juice, Salvia Officinalis Leaf Water, Thymus Vulgaris Leaf Water, Pentylene Glycol, Betaine, Salicylic Acid, Niacinamide, Lippia Citriodora Leaf Water, Arginine, Lactobacillus/Soymilk Ferment Filtrate, Lactobacillus/Rye Flour Ferment, Bacillus/Soybean Ferment Extract, Benzyl Alcohol, Acrylic Polymer, Glycerin, Propanediol, 1,2-Hexanediol, Eleutherococcus Senticosus Root Extract, Rhaponticum Carthamoides Root Extract, Scutellaria Baicalensis Extract, Rhododendron Adamsii Extract, Rhodiola Quadrifida Extract, Benzoic Acid, Dehydroacetic Acid, Potassium Sorbate, Sodium Benzoate, Citric Acid","Салициловая кислота ( ~0.5-1%, BHA), Ниацинамид (~1-2%), Гидролаты (Шалфей, Тимьян, Вербена,  ~2-3%), Ферментированные комплексы (Soymilk, Rye, Soybean, ~2%), Сибирские растения (экстракты, ~1-2%), Алоэ вера (успокаивает, ~2%), Аргинин (~0.5%)","Пилинг (мягкий BHA), гидратация, успокаивание, противовоспаление, пребиотический комплекс",~5.0-5.5 (благодаря буферизации Citric Acid),"Benzyl Alcohol (консервант), Benzoic Acid + Dehydroacetic Acid (двойная консервация), растительные экстракты (редко), Parfum отсутствует (хорошо!)",Да,Да,Тонер,200,"2,6","✅ МЯГКИЙ BHA (0.5-1%, хороший для новичков). ✅ Ферментированные комплексы (редко встречаются). ✅ Гидролаты (Шалфей, Тимьян работают). ✅ NO Fragrance (отличный выбор). ✅ Цена хорошая (2.60₽/мл). ⚠️ Двойная консервация (Benzyl Alcohol + Benzoic + Dehydroacetic). ⚠️ Novichkam OK, но консерванты могут раздражать very sensitive. 📌 ВЕРДИКТ: ОТЛИЧНЫЙ выбор для новичков с BHA! Мягче, чем другие. Лучший для sensitive."
product_034,MOISTURIZER RICH,Don't Touch My Skin,2371,мидл,Питающий ночной крем,goldapple.ru/19000160471-moisturizer-rich,"Aqua, Hydrogenated Polyisobutene, Simmondsia Chinensis (Jojoba) Seed Oil, Glyceryl Stearate, Lactococcus Ferment Lysate, Glycerin, Cetearyl Glucoside/Cetearyl Alcohol, Alkyl Malate, Polydimethylsiloxane, Alkyl Lactate, Niacinamide, Cyclopentasiloxane/Dimethicone/Vinyl Dimethicone Crosspolymer, Ammonium Acryloyldimethyltaurate/VP Copolymer, Cetearyl Alcohol/Potassium Cetyl Phosphate, Squalane, Aloe Barbadensis Leaf Gel, Panthenol, Urea, Ethylhexyl Palmitate / Silica Dimethyl Silylate / Butylene Glycol / Pentylene Glycol / Sodium Hyaluronate, Sodium L-Pyrrolidone Carboxylate / Sodium Lactate / L-Arginine / L-Aspartic Acid / L-Pyrrolidone Carboxylic Acid / Glycine / L-Alanine / L-serine / L-Valine / L-Proline / L-Threonine / L-Isoleucine / L-Histidine / L-Phenylalanine / Aqua, Synthetic Beeswax, Tocopherol, Linoleic Acid/Linolenic Acid, Phenoxyethanol/Methylparaben/Ethylparaben/Propylparaben, Sodium Hyaluronate, Hydrogenated Lecithin, Ascorbyl Glucoside, Bis-Ethylhexyl Hydroxydimethoxy Benzylmalonate, Succinic Acid, Isoquercetin","Lactococcus Ferment Lysate (пробиотик-лизат, ~1-2%), Niacinamide (~1-2%), аминокислотный комплекс (10 кислот, ~2-3%), липидная система (Jojoba Oil, Squalane, Lecithin, ~5-7%), Urea (~2%, увлажнитель), Ascorbyl Glucoside (витамин C, ~0.5%), Isoquercetin (флавоноид, ~0.3%)","Ночной питающий крем, восстановление барьера, гидратация, пробиотический комплекс","~5.5-6.0 (нейтральный, буфер отсутствует видимо)","Парабены (Methylparaben + Ethylparaben + Propylparaben, 3 консерванта!), Phenoxyethanol, Fragrance отсутствует (хорошо), Silicones (Dimethicone, Cyclopentasiloxane)",Нет,Нет,Крем,50,"47,42","✅ ОТЛИЧНАЯ ЛИПИДНАЯ СИСТЕМА (Jojoba + Squalane + Lecithin + Potassium Cetyl Phosphate). ✅ Пробиотик-лизат (редко встречается). ✅ Аминокислотный комплекс (восстановление). ⚠️ ПАРАБЕНЫ (3 вида!) — старая, спорная консервная система. ⚠️ Силиконы (много) — могут оставить пленку на коже, затруднят очищение. ⚠️ САМАЯ ДОРОГАЯ (47.42₽/мл за 50мл). 📌 ВЕРДИКТ: Хороший состав (липиды, пробиотики), но парабены и силиконы спорны. Для ночи OK, но есть лучше без парабенов."
product_035,Mineral 89,VICHY,2226,мидл,Легкий увлажняющий крем,goldapple.ru/19000164112-mineral-89,"Aqua, Glycerin, Dicaprylyl Ether, Pentylene Glycol, Polyglyceryl-6 Distearate, Niacinamide, Propanediol, Cetyl Esters, Jojoba Esters, Cetearyl Isononanoate, Squalane, Behenyl Alcohol, Adenosine, Capryloyl Salicylic Acid, Hydroxyacetophenone, Mineral Salts, Sodium Hyaluronate, Trisodium Ethylenediamine Disuccinate, Vitreoscilla Ferment, Tocopherol, Acacia Decurrens Flower Cera, Acrylamide/Sodium Acryloyldimethyltaurate Copolymer, Cetyl Alcohol, Helianthus Annuus Seed Cera, Hydroxypropyl Starch Phosphate, Isohexadecane, Polyglycerin-3, Polyglyceryl-3 Beeswax, Polysorbate 80, Sodium Stearoyl Glutamate, Sorbitan Oleate, Parfum","Niacinamide (~2-3%), Capryloyl Salicylic Acid (BHA в форме амида, ~0.3-0.5%, мягкий пилинг в креме!), Jojoba Esters + Squalane (липидная система, ~4-5%), Hyaluronate (~0.5%), Adenosine (~0.3%), Vitreoscilla Ferment (пребиотик, ~1%), Mineral Salts (водные минералы)","Легкий дневной увлажняющий крем, мягкий себоконтроль (BHA), гидратация, себорегуляция",~5.5-6.0 (нейтральный),"Capryloyl Salicylic Acid (BHA, раздражитель), Fragrance, Polysorbate 80 (может раздражать), Beeswax (животное), Acrylamide (спорный консервант)",Да,Нет,Крем,50,"44,52","✅ ИННОВАТИВНО: BHA (Capryloyl Salicylic Acid) в КРЕМЕ! Обычно BHA в тониках/пилингах, редко в кремах. ⚠️ BHA в креме может быть раздражающим при ежедневном использовании. ✅ Нияцинамид (себорегуляция). ✅ Пребиотики (Vitreoscilla). ⚠️ Fragrance, Polysorbate 80 могут раздражать. ⚠️ Не веган (Beeswax). 📌 ВЕРДИКТ: Инновативно, но BHA в креме — нишевой вариант. Для жирной кожи с опытом. Не для чувствительной."
product_036,Sebium Sensitive,Bioderma,1679,мидл,Легкий крем для жирной sensitive,goldapple.ru/89270200019-sebium-sensitive,"Aqua/Water/eau, Glycerin, Methyl Methacrylate Crosspolymer, Dipropylene Glycol, Zinc Gluconate, Coco-Caprylate/Caprate, Vinyl Dimethicone/Methicone, Silsesquioxane Crosspolymer, Caprylic/Capric Triglyceride, Arachidyl Alcohol, Behenyl Alcohol, Polyacrylate Crosspolymer-6, Sodium Polyacrylate, Glycyrrhetinic Acid, Propylene Glycol, Arachidyl Glucoside, Bakuchiol, Laminaria Ochroleuca Extract, Mannitol, Xylitol, Sodium Metabisulfite, Rhamnose, Ginkgo Biloba Leaf Extract, Tocopherol, Fructooligosaccharides, Fragrance (Parfum)","Zinc Gluconate (себорегуляция, ~0.5-1%), Glycyrrhetinic Acid (солодка, противовоспаление, ~0.5%), Bakuchiol (~0.5-1%, ретинол-подобный без раздражения!), пребиотики (Mannitol + Xylitol + Rhamnose + FOS, ~2%), Ginkgo Biloba (антиоксидант, ~0.5%), Laminaria Ochroleuca (водоросли, ~0.5%)","Легкий крем для жирной sensitive кожи, себорегуляция, противовоспаление, ретинизирующий (мягкий), пребиотический комплекс",~5.5-6.0 (нейтральный),"Vinyl Dimethicone (силикон), Fragrance, консервантов минимум, Sodium Metabisulfite (может раздражать при sensitivity)",Да,Да,Крем,30,"55,96666667","✅ BAKUCHIOL! (ретинол-подобный, без раздражения, отличный!) ✅ Пребиотический комплекс (восстанавливает микробиом). ✅ Себорегуляция (Zinc) для жирной. ✅ Легкая текстура (для жирной sensitive). ⚠️ Силикон (Vinyl Dimethicone, может оставить пленку). ⚠️ Sodium Metabisulfite (может раздражать sensitive). ⚠️ ДОРОГО (55.97₽/мл за 30мл, это люкс в люксе). 📌 ВЕРДИКТ: TOP для жирной sensitive с опытом. Bakuchiol — редкий компонент (обычно в люкс-сегменте). Рекомендовать!"
product_037,Keep Calm Cream,THE U,516,бюджет,Успокаивающий крем,goldapple.ru/19000321962-keep-calm-cream,"Purified water, glycerin, glyceryl stearate SE, triheptanoin, dicapryl carbonate, fructooligosaccharides, avocado oil, sweet almond oil, caprylic/capric triglycerides, cetearyl alcohol, squalane, centella asiatica extract, kelp extract, propylene glycol, sodium acrylate/sodium acryloyl dimethyltaurate copolymer, caprylhydroxamic acid, perfume, sodium stearoyl lactylate, citric acid, xanthan gum, glyceryl caprylate, potassium sorbate, sodium benzoate","Centella Asiatica Extract (~2-3%, успокаивает!), Fructooligosaccharides (пребиотик, ~1%), авокадо масло + миндальное масло (питание, ~3-4%), Glycerin (~5%), Citric Acid (буфер), Kelp Extract (водоросли, антиоксидант, ~0.5%), липидная система (Squalane, ~3%)","Успокаивающий, питающий крем, для раздраженной/воспаленной кожи, пребиотический",~5.0-5.5 (благодаря Citric Acid),"Fragrance, Propylene Glycol, Sodium Acrylate (консервант), Caprylhydroxamic Acid (консервант, может раздражать)",Да,Да,Крем,50,"10,32","✅ CENTELLA ASIATICA (мощная концентрация, успокаивает!). ✅ Пребиотики + питающие масла (Avocado + Almond). ✅ pH правильный (5.0-5.5). ✅ Простой, честный состав (нет парабенов). ⚠️ Fragrance (неизвестный состав). ⚠️ Sodium Acrylate + Caprylhydroxamic Acid (консерванты, могут раздражать). 📌 ВЕРДИКТ: ХОРОШИЙ выбор для раздраженной/воспаленной кожи. Centella в высокой концентрации — редко встречается в кремах. Рекомендовать!"
product_038,NMF Protection,Гельтек,1049,мидл,Восстанавливающий крем,goldapple.ru/19000154059-nmf-protection,"Вода Очищенная, Изононил Изононаноат, Глицерин, Каприлик/каприк Триглицерид, Глицерил Стеарат Цитрат, Масло Ши, Гидроксиэтил Мочевина, Бетаин, Сквалан, Алюминия Крахмал Октенилсукцинат, Натрий Pca, Сорбитол, Серин, Глицин, Глутаминовая Кислота, Аланин, Лизин, Аргинин, Треонин, Пролин, Гексилдеканол, Бисаболол, Цетилгидроксипролин Пальмитамид, Стеариновая Кислота, Фитостеролы Рапсового Масла, С12-16 Высшие Жирные Спирты, Пальмитиновая Кислота, Гидрогенизированный Лецитин, Цетеариловый Спирт, Витамин Е(токоферил Ацетат) Акрилат Натрия, Натрия Акрилоилдиметилтаурата Сополимер, Дисодиум Эдта, Гидроксиацетофенон, 1,2- Гександиол, Каприлилгликоль, Отдушка","Аминокислотный комплекс (9 кислот = NMF система, ~3-4%), Hydroxyethyl Urea (~2-3%, увлажнитель), липидная система (Шея Oil, Сквалан, Лецитин, Фитостеролы, ~6-8%), Бисаболол (успокаивает, ~0.5%), Витамин E (~0.5%), Натрий PCA","Восстановление барьера (NMF система + липиды), глубокая гидратация, успокаивание","~6.0-6.5 (нейтральный, буфер видимо в Glyceryl Stearate Citrate)","Консервантов нет видимо (или Hydroxyacetophenone минимально), Fragrance, Paraben отсутствуют (хорошо!)",Да,Да,Крем,30,"34,96666667","✅ ОТЛИЧНАЯ NMF-СИСТЕМА (9 аминокислот восстанавливают натуральный увлажнитель кожи!). ✅ Липидная триада (Shea, Squalan, Lecithin, Plant Sterols). ✅ Нет парабенов. ✅ Цена разумна (34.97₽/мл за 30мл). ✅ Для поврежденного/сухого барьера — отличный выбор. ⚠️ Fragrance (неизвестный состав). ⚠️ Маленький формат (30мл, быстро закончится). 📌 ВЕРДИКТ: РЕКОМЕНДОВАТЬ! TOP для восстановления барьера. NMF система редко встречается. Честный состав."
product_039,Niacinamide mask,LABORATORIUM,351,бюджет,Маска питающая,goldapple.ru/19000307852-niacinamide-mask,"Вода, рапсовое масло, стеариновая кислота, цетеарил оливат, сорбитан оливат, глицерин, пентиленгликоль, гидролизованные протеины пшеницы, ниацинамид, каприлик/каприк триглицериды, трегалоза, инулин, гиалуронат натрия, L-аргинин, бензиловый спирт","Ниацинамид (концентрация не указана, вероятно 1-2%), гидролизованные протеины пшеницы (~2-3%, питание), гиалуронат натрия (~0.3%), L-аргинин (~0.5%), инулин (~0.5%, пребиотик)","Питание, гидратация, восстановление, пребиотический уход",~5.5-6.0 (благодаря масляной основе + буферизации),"Бензиловый спирт (консервант, может раздражать), рапсовое масло (может быть аллергеном)",Да,Да,Маска питающая (20мл),20,"17,55","✅ Маслянистая основа (питание). ✅ Протеины + пребиотики. ✅ Ниацинамид (себорегуляция). ⚠️ ОЧЕНЬ МАЛЕНЬКИЙ ФОРМАТ (20мл! На 1-2 применения). ⚠️ Бензиловый спирт может раздражать. 🚨 ДОРОГО за объём (17.55₽/мл за микроформат). 📌 ВЕРДИКТ: Хорошая маска по составу, но формат маркетинговый (пробник)."
product_040,Bifida Biome Deep Sleeping Mask,Ma:nyo,3667,люкс,Ночная маска (биопробиотики + PHA),goldapple.ru/19000198784-bifida-biome-deep-sleeping-mask,"Water, bifida ferment lysate, glycerin, butylene glycol, caprylic/capric triglyceride, cetyl ethylhexanoate, methylpropanediol, niacinamide, 1,2-hexanediol, centella asiatica extract, oenothera biennis (evening primrose) flower extract, chamomilla recutita (matricaria) flower extract, hamamelis virginiana (witch hazel) water, borago officinalis extract, centaurea cyanus flower extract, sodium hyaluronate, hyacinthus orientalis (hyacinth) extract, lavandula angustifolia (lavender) flower extract, salvia sclarea (clary) extract, dextrin, hydrogenated lecithin, dipropylene glycol, ceramide np, cholesterol, capryloyl salicylic acid, gluconolactone, theobroma cacao (cocoa) extract, inulin, xanthan gum, cellulose, fructose, glucose, polyglyceryl-3 methylglucose distearate, sodium acrylate/sodium acryloyldimethyl taurate copolymer, polyisobutene, carbomer, polyglyceryl-2 stearate, hydroxyethyl acrylate/sodium acryloyldimethyl taurate copolymer, sorbitan isostearate, adenosine, lactobacillus ferment lysate, lactobacillus/milk ferment filtrate, lactococcus ferment lysate, saccharomyces ferment lysate filtrate, streptococcus thermophilus ferment, arginine, glyceryl stearate, stearyl alcohol, ethylhexylglycerin, caprylyl/capryl glucoside, sorbitan oleate, cellulose gum, disodium edta","Bifida ferment lysate + мультипробиотический комплекс (5 видов бактериальных лизатов, ~3-5%), Capryloyl Salicylic Acid (BHA в форме амида, ~0.3-0.5%, мягкий пилинг!), Gluconolactone (PHA, ~0.5-1%, мягкий пилинг!), Ceramides NP + Cholesterol (восстановление барьера, ~0.5%), Centella Asiatica (~1%), Niacinamide (~1-2%), гиалуронат натрия (~0.3%)","Ночная маска, пробиотический уход (микробиом), мягкий пилинг (BHA+PHA), восстановление барьера, антиоксидация",~5.0-5.5 (благодаря буферизации PHA + BHA),"Ethylhexylglycerin (консервант, может раздражать), Lavender Oil (фототоксичен, но это ночная маска), множество растительных экстрактов (редко аллергия)",Да,Да,Ночная маска,100,"36,67",✅ ОТЛИЧНЫЙ СОСТАВ: 5 видов пробиотик-лизатов (редко встречается!). ✅ BHA+PHA комбинация (мягкий двойной пилинг в маске!). ✅ Керамиды (восстановление). ✅ Centella (успокаивает). 🚨 ОЧЕНЬ ИННОВАТИВНО: Пробиотики + пилинг в ночной маске = редкая комбинация. ⚠️ ДОРОГО (36.67₽/мл). ⚠️ Ethylhexylglycerin может раздражать. 📌 ВЕРДИКТ: TOP для любителей инноваций. Хороша для восстановления микробиома + мягкого пилинга.
product_041,Vitamin Tree Brightening Pack,Ma:nyo,2069,мидл,Ночная маска (осветление),goldapple.ru/19000198831-vitamin-tree-brightening-pack,"Hippophae rhamnoides water, glycerin, citrus limon (lemon) fruit water, citrus junos fruit extract, niacinamide, propylene glycol dicaprylate, physalis alkekengi fruit extract, terminalia ferdinandiana fruit extract, propolis extract, 1,2-hexanediol, rosa canina fruit oil, sclerotium gum, distarch phosphate, betaine, xanthan gum, citrus aurantium dulcis (orange) oil, cetearyl olivate, myrciaria dubia fruit extract, honey, honey extract, phaseolus radiatus seed extract, lactic acid, royal jelly extract, rosa canina fruit extract, glycyrrhiza glabra (licorice) root extract, euterpe oleracea fruit extract, ethylhexylglycerin, cetearyl alcohol, sorbitan olivate, arachidyl alcohol, tocopherol, helianthus annuus (sunflower) seed oil, litsea cubeba fruit oil, behenyl alcohol, cetearyl glucoside, arachidyl glucoside, hippophae rhamnoides oil, limonene, citral","Облепиховая вода (10-15%, витамины A, C, E), витамин C источники (лимон + Terminalia ferdinandiana), Niacinamide (~1%), Lactic Acid (~0.5%, мягкий AHA), Propolis (~0.5%, антибактериальный), Royal Jelly (~0.5%), множество фруктовых экстрактов (антиоксиданты)","Ночная маска, осветление (витамин C + лактическая кислота), антиоксидация, питание",~4.0-4.5 (из-за лактической кислоты + цитрусовых кислот),"🚨 МНОЖЕСТВЕННЫЕ ФОТОТОКСИЧНЫЕ МАСЛА (Citrus Limon, Citrus Aurantium, Litsea Cubeba, Rose Hip Oil, Limonene, Citral)",Да,Нет,Ночная маска,75,"27,58666667","✅ ОТЛИЧНЫЙ СОСТАВ для осветления: облепиховая вода (витамины), лактическая кислота, Propolis. ✅ Ночная маска (фототоксины не критичны). 🚨 КРИТИЧНО: Множественные ФОТОТОКСИЧНЫЕ МАСЛА (лимон, апельсин, лицея) — ❌ НЕ для дневного использования! ⚠️ НЕ веган (мёд, Royal Jelly). ⚠️ Acidic (~4.0-4.5) может раздражать sensitive при регулярном использовании. 📌 ВЕРДИКТ: TOP для ночного осветления (витамин C + лактическая кислота + Propolis). Но только вечер!"
